Score,Text,clean_text,sentiment
5,Best purchase I've made this year. compact mug it's,best purchase i ve made this year compact mug it s,positive
4,"Absolute delight, works like a charm. soft vacuum perfect",absolute delight works like a charm soft vacuum perfect,positive
2,"Terrible quality, not recommended. firm backpack sahi hai solid",terrible quality not recommended firm backpack sahi hai solid,negative
5,Silent router five stars — outstanding! amazing,silent router five stars outstanding amazing,positive
2,luxury wallet Horrible packaging and broken item. bilkul bekaar,luxury wallet horrible packaging and broken item bilkul bekaar,negative
1,"Terrible quality, not recommended. cheap mug terrible kharap hai",terrible quality not recommended cheap mug terrible kharap hai,negative
5,High quality and long-lasting. lightweight camera,high quality and long lasting lightweight camera,positive
2,noisy oven One star — very unsatisfied. 👍,noisy oven one star very unsatisfied,negative
2,"Broke within a day, awful. glossy shoe useless",broke within a day awful glossy shoe useless,negative
3,NEUTRAL FEELINGS ABOUT THIS ITEM. FIRM FAN,neutral feelings about this item firm fan,neutral
1,One star — very unsatisfied. firm mug wtf,one star very unsatisfied firm mug wtf,negative
5,premium cameraa Factastic quhlity and greatt value.,premium cameraa factastic quhlity and greatt value,positive
3,DECENT BUT HAS SOME FLAWS. STYLISH BLENDER KHARAP HAI WTF,decent but has some flaws stylish blender kharap hai wtf,neutral
1,"stylish socks Cheaply made, feels fragile. awful acha hai",stylish socks cheaply made feels fragile awful acha hai,negative
1,Horrible packaging and broken item.,horrible packaging and broken item,negative
5,"TOP-NOTCHEXPERIENCE, WILL BUY AGAIN! MATTE VACUUM LOVE",top notchexperience will buy again matte vacuum love,positive
5,"Absolute delight, works like a charm. compact router",absolute delight works like a charm compact router,positive
4,Fantastic quality and great value. ugly mug I'm,fantastic quality and great value ugly mug i m,positive
2,"BUDGET JACKET WORTHLESS PRODUCT, DOESN'T WORK. DOESN'T NOT GOOD",budget jacket worthless product doesn t work doesn t not good,negative
2,"silent oven Absolute trash, avoid at all costs. I've",silent oven absolute trash avoid at all costs i ve,negative
1,"Not worth the price, returning it. budget router useless faaltu",not worth the price returning it budget router useless faaltu,negative
1,"Ihghe-nd hadphones terriblerquuality, not recommended.",ihghe nd hadphones terriblerquuality not recommended,negative
1,"Glossy headphones broke within a day, awful. disappointed",glossy headphones broke within a day awful disappointed,negative
1,"bright jacket Not worth the price, returning it. ffaaltu I've",bright jacket not worth the price returning it ffaaltu i ve,negative
2,"VERY DISAPPOINTED, BAD EXPERIENCE. SLEEK MATTRESS",very disappointed bad experience sleek mattress,negative
2,high-end oven Bad customer service and defective product. horrible,high end oven bad customer service and defective product horrible,negative
2,Horrible packaging and broken itemz mehh,horrible packaging and broken itemz mehh,negative
1,STYLISH SMARTWATCH STOPPED WORKING AFTER A WEEK.,stylish smartwatch stopped working after a week,negative
4,High quality and long-lasting. glossy speaker value for money faaltu,high quality and long lasting glossy speaker value for money faaltu,positive
4,"Exceeded my expectations, highly recommend.",exceeded my expectations highly recommend,positive
5,Great customer service and product. budget wallet value for money,great customer service and product budget wallet value for money,positive
2,"new charger Worthless product, doesn't work. useless",new charger worthless product doesn t work useless,negative
1,compact keyboard Poor quality and misleading description. defective,compact keyboard poor quality and misleading description defective,negative
2,glossy camera Useless and pathetic performance. bilkul bekaar not worth it,glossy camera useless and pathetic performance bilkul bekaar not worth it,negative
4,"styilsh pillow  Top-notch experieence, will buyy again! fantastic sahi hhai",styilsh pillow top notch experieence will buyy again fantastic sahi hhai,positive
2,"Broke within a day, awful. soft lamp broken",broke within a day awful soft lamp broken,negative
4,VERY USEFUL AND WELL DESIGNED. DURABLE BACKPACK,very useful and well designed durable backpack,positive
4,Silent jacket fantastic quality and great value.,silent jacket fantastic quality and great value,positive
4,Sleek jacket five stars — outstanding! value for money you're,sleek jacket five stars outstanding value for money you re,positive
3,SLEEK JACKET DECENT BUT HAS SOME FLAWS. NOT GREAT,sleek jacket decent but has some flaws not great,neutral
4,LUXURY MICROWAV HAPPY WITH THE PERFORMANC. SATISFIED NOT GREAT,luxury microwav happy with the performanc satisfied not great,positive
3,It's fine for occasional use. heavy charger,it s fine for occasional use heavy charger,neutral
3,"WORKS, BUT NOT IMPRESSIVE. NOSSSY MICROWAVE MAST HAJ",works but not impressive nosssy microwave mast haj,neutral
1,"waterproof monitor Very disappointed, bad experience. awful not worth it",waterproof monitor very disappointed bad experience awful not worth it,negative
1,Poor quality and misleading description.,poor quality and misleading description,negative
3,"firm lamp Mediocre quality, acceptable for the price. average sahi hai",firm lamp mediocre quality acceptable for the price average sahi hai,neutral
1,Horrible packaging and broken item. firm shoe solid,horrible packaging and broken item firm shoe solid,negative
2,Bad customer service and defective product. luxury wallet terrible,bad customer service and defective product luxury wallet terrible,negative
4,"EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. LIGHTWEIGHT CHARGER EXCELLENT BAHUT ACHHA",exceeded my expectations highly recommend lightweight charger excellent bahut achha,positive
2,"Absolute trash, avoid at all costs. noisy microwave",absolute trash avoid at all costs noisy microwave,negative
1,"Absolute trash, avoid at all costs. defective",absolute trash avoid at all costs defective,negative
1,Useless and pathetic performance.,useless and pathetic performance,negative
4,Bright mattress porfect! works as expected.,bright mattress porfect works as expected,positive
4,Five stars — outstanding! love,five stars outstanding love,positive
5,scratchy trimmer Happy with the performance. fantastic,scratchy trimmer happy with the performance fantastic,positive
5,"ECO-FRIENDLY NOTEBOOK WORTH THE MONEY, DEFINITELY WORTH IT.",eco friendly notebook worth the money definitely worth it,positive
4,"Absolute delight, works like a charm. incredible",absolute delight works like a charm incredible,positive
2,bright notebook One star — very unsatisfied. acha hai,bright notebook one star very unsatisfied acha hai,negative
3,Average product — does the job. 😢 not worth it,average product does the job not worth it,neutral
1,ONE STAR — VERY UNSATISFIED. BUDGET TABLET WORTHLESS BAHUT ACHHA IT'S NOT WORTH IT,one star very unsatisfied budget tablet worthless bahut achha it s not worth it,negative
5,luxury sneakers High quality and long-lasting. bilkul bekaar,luxury sneakers high quality and long lasting bilkul bekaar,positive
4,"Exceeded y expectatioos, highly reoccmmend. rfagile lamp fantasticacha haai",exceeded y expectatioos highly reoccmmend rfagile lamp fantasticacha haai,positive
3,"It's okay, nothing special. matte tablet sahi hai 👎",it s okay nothing special matte tablet sahi hai,neutral
1,"Very disappointed, bad experience. bright vacuum",very disappointed bad experience bright vacuum,negative
5,Veryuseful and well designed. eco-friiendly speaker,veryuseful and well designed eco friiendly speaker,positive
5,Five stars — outstanding! waterproof camera doesn't not great,five stars outstanding waterproof camera doesn t not great,positive
1,"Broke within a day, awful. budget tshirt scam 😀",broke within a day awful budget tshirt scam,negative
2,Sleek speaker stopped working after a week.,sleek speaker stopped working after a week,negative
2,Worst purchase ever. new backpack 😞,worst purchase ever new backpack,negative
3,Average product — does thej ob. heavy pillow,average product does thej ob heavy pillow,neutral
5,"matte mattress Top-notch experience, will buy again! perfect mast hai I'm",matte mattress top notch experience will buy again perfect mast hai i m,positive
5,"TOP-NOTCH EXPERIENCE, WILL BUY AGAIN! ECO-FRIENDLY NOTEBOOK",top notch experience will buy again eco friendly notebook,positive
5,"ABSOLUTE DELIGHT, WORKS LIKE A CHARM. RECOMMEND",absolute delight works like a charm recommend,positive
3,SLEEK HEADPHONES IT'S FINE FOR OCCASIONAL USE.,sleek headphones it s fine for occasional use,neutral
2,BAD CUSTOMER SERVICE AND DEFECTIVE PRODUCT. SLEEK SOFA KHARAP HAI,bad customer service and defective product sleek sofa kharap hai,negative
4,High quality and long-lasting. silent bottle worth it,high quality and long lasting silent bottle worth it,positive
2,"CHEAPLY MADE, FEELS FRAGIEL. SLEEK MUG",cheaply made feels fragiel sleek mug,negative
4,High quality and long-lasting. silent tablet kharap hai,high quality and long lasting silent tablet kharap hai,positive
5,"TOP-NOTCH EXPERIENCE, WILL BUY AGAIN! GLOSSY SPEAKER LOVE MAST HAI",top notch experience will buy again glossy speaker love mast hai,positive
1,"Premium bottle worthless product, doesn't work.",premium bottle worthless product doesn t work,negative
2,STOPPED WORKING AFTER A WEEK. DURABLE BLENDER MAST HAI 👎,stopped working after a week durable blender mast hai,negative
3,"MEDIOCRE QUALITY, ACCEPTABLE FOR THE PRICE. SO-SO",mediocre quality acceptable for the price so so,neutral
1,BRIGHT MUG BAD CUSTOMER SERVICE AND DEFECTIVE PRODUCT. RIPOFF,bright mug bad customer service and defective product ripoff,negative
2,"Worthless product, doesn't work. 🔥",worthless product doesn t work,negative
5,FRAGILE SMARTWATCH PERFECT! WORKS AS EXPECTED.,fragile smartwatch perfect works as expected,positive
2,"Cheaply made, feels fragile. worthless solid",cheaply made feels fragile worthless solid,negative
5,Happy with the performance.,happy with the performance,positive
1,Stoppd working aftertaa wees. scam,stoppd working aftertaa wees scam,negative
1,Bad customer service and defective product.,bad customer service and defective product,negative
5,compact lamp High quality and long-lasting. not great,compact lamp high quality and long lasting not great,positive
1,eco-friendly mug Stopped working after a week.,eco friendly mug stopped working after a week,negative
1,"scrahcy smartwatch Broke within a day, awful. awful",scrahcy smartwatch broke within a day awful awful,negative
4,High quality and long-lasting. durable smartwatch faaltu brilliant,high quality and long lasting durable smartwatch faaltu brilliant,positive
2,"NOT WORTH THE PRICE, RETURNING IT. USELESS",not worth the price returning it useless,negative
2,colourful fan One star — very unsatisfied. not good,colourful fan one star very unsatisfied not good,negative
2,Stopped working after a week. soft socks mast hai,stopped working after a week soft socks mast hai,negative
1,FRAGILE KEYBOARD BAD CUSTOMER SERVICE AND DEFECTIVE PRODUCT.,fragile keyboard bad customer service and defective product,negative
2,Horrible packaging and broken item. luxury tshirt you're,horrible packaging and broken item luxury tshirt you re,negative
1,HORRIBLE PACKAGIG AN BROKE ITEM. LUXURY TABLET RIPOFF,horrible packagig an broke item luxury tablet ripoff,negative
1,"Terrible quality, not recommended. premium fan",terrible quality not recommended premium fan,negative
